Country Name,Country Code,Series,Series Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Tajikistan,TJK,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.69402,..,..,..,..,..,..,..,..,..,..,99.45068,..,..,..,..,..,..,..,..,..,..,..,..,..,99.8,..,..,..,..,..,..
Tanzania,TZA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.1138,..,..,..,..,..,..,..,..,..,..,..,..,..,69.4309,..,..,..,..,..,..,..,67.8007,..,78.10059,..,..,77.88723,..,..,..,..,..
Thailand,THA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,87.98176,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92.64654,..,..,..,..,93.50647,..,..,..,..,96.43091,..,..,93.70207,..,92.86831,..,..,93.76776,..,..
Timor-Leste,TLS,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.6,..,..,..,..,..,50.6,..,..,58.30898,..,..,..,..,..,..,..,68.06683,..,..
Togo,TGO,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.1776,..,..,..,..,..,56.88837,..,..,57.09338,..,60.40994,..,..,..,63.74562,..,..,..,..,..
Tokelau,TKL,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tonga,TON,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,99.59246,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.90537,..,..,..,..,..,..,..,..,..,99.01846,..,..,..,..,99.38553,..,..,..,..,..,..,99.41437,..,..
Trinidad and Tobago,TTO,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,94.97032,..,..,..,..,..,..,..,..,..,96.93855,..,..,..,..,..,..,..,..,..,97.9,..,..,..,..,..,..,..,..,..,98.7,..,..,..,..,..,..,..,..,..,..
Tunisia,TUN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.1907,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74.297,..,..,77.1904,77.71462,..,79.13058,79.65391,80.21875,..,79.03643,..,..,..,..,..,..
Turkey,TUR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,61.62768,..,..,..,..,65.69434,..,..,..,..,75.96824,..,..,..,..,79.23245,..,..,..,..,..,..,..,..,..,..,..,..,..,87.36549,88.22906,88.11939,88.6559,..,90.81672,92.6606,94.10609,94.91975,95.25666,95.43963,95.60142,96.16733,96.15053,..,..,..
Turkmenistan,TKM,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.77832,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.7,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.10738,..,..,..,..,..,..,..,..,..,..,68.14251,..,..,..,71.37314,..,..,..,73.21188,..,70.19822,..,..,..,..,..,76.5275,..,..
Ukraine,UKR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.43041,..,..,..,..,..,..,..,..,..,..,99.97435,..,..,..,..,..,..,..,..
United Arab Emirates,ARE,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,53.51488,..,..,..,..,..,..,..,..,..,71.2353,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90.03385,..,..,..,..,..,..,..,..,..,93.22714,..,..,..,..,..
United Kingdom,GBR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Upper middle income,UMC,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,69.21488,69.38353,70.22802,71.0425,71.47511,72.6836,73.31934,74.31527,75.22198,76.00667,76.74442,77.55308,80.87029,81.44327,81.57375,82.63586,83.18015,83.71357,84.2217,84.7752,85.24133,89.5247,89.92116,90.26804,90.58653,90.97035,91.19954,91.73466,92.01932,92.38861,92.65445,93.50337,93.73737,94.00576,94.14792,94.37333,94.78501,94.84182,95.25861,95.09962,95.62376,95.67085,95.45145,95.64834,..
Uruguay,URY,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,93.86107,..,..,..,..,..,..,..,..,..,95.37998,..,..,..,..,..,..,..,..,..,..,96.78181,..,..,..,..,..,..,..,..,..,97.78963,97.86389,98.16356,98.26723,98.07271,98.3359,98.39594,98.36387,98.43593,98.52387,98.56147,98.61572,98.70386,..,..
Uzbekistan,UZB,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.64258,..,..,..,..,..,..,..,..,..,..,..,..,99.99486,99.98055,99.98383,99.98657,..,99.99289,..,..
Vanuatu,VUT,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,52.87392,..,..,..,..,58.2,..,..,..,..,..,..,..,..,..,68.7,..,..,..,..,74,..,..,..,..,78.4,..,..,..,..,..,..,..,..,..,84.7,..,..,..,87.50631,..,..
"Venezuela, RB",VEN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,84.7322,..,..,..,..,..,..,..,..,89.82525,..,..,..,..,..,..,..,..,..,..,92.97983,..,..,..,..,..,95.15464,..,95.51199,..,94.77022,..,..,..,96.60522,97.12709,..,..,..,..
Vietnam,VNM,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,83.82594,..,..,..,..,..,..,..,..,..,87.59645,..,..,..,..,..,..,..,..,..,90.2783,90.15613,..,..,..,..,..,..,..,..,93.52045,..,..,..,..,..,..,..,..,95.00038,..,..
Virgin Islands (U.S.),VIR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86.06289,..,..,..,..,..,..,92.27997,..,93.45001,93.88214,94.05868,94.59917,94.93201,95.26724,95.90622,96.2849,96.42839,96.69073,96.93023,..,97.21861,..,..
World,WLD,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,66.91512,67.10687,67.58018,68.03116,68.31707,68.87569,69.38105,69.92422,70.45529,70.9342,71.37556,71.96198,73.66123,74.09586,74.31615,74.87672,75.32282,75.75018,76.17237,76.58119,76.99569,79.02835,80.20595,80.54926,80.67543,80.99337,81.39531,81.92432,82.34433,82.2603,82.52599,82.81676,83.33974,83.62333,84.02163,84.28377,84.72968,84.93172,85.3606,85.54232,85.98551,86.22016,86.24694,86.4783,..
"Yemen, Rep.",YEM,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.09,..,..,..,..,..,..,..,..,..,54.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Zambia,ZMB,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.99828,..,..,..,..,..,..,..,..,68.00179,..,..,69.14922,..,..,..,..,61.12709,..,..,83.00767,..,..,..,..,..,..,..,86.74796,..,..
Zimbabwe,ZWE,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,77.79417,..,..,..,..,..,..,..,..,..,83.51258,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.58271,..,..,88.69342,..,..,..,..,..,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: Education Statistics - All Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 12/20/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
